UniqueFireIdentifier,IncidentName,FireDiscoveryDateTime,FireCause,DailyAcres,EstimatedCostToDate,FireMgmtComplexity,FireToDate,POOCounty,POOState,POOLandownerKind,IncidentTypeCategory,PredominantFuelGroup,FireDiscoveryYear,FireDiscoveryMonth,key,Residences Threatened,Residences Destroyed,Other Structures Threatened,Other Structures Destroyed,Number Injuries,Number Fatalities,Final Fire Acre Quantity
2021-OKOMA-002077,SCHOLAR CREEK,2021-09-12 16:30:00+00:00,Human,514.0,20000.0,Type 3 Incident,2021/09/26 15:00:00+00,Creek,US-OK,Private,WF,,2021,9,2021-09-12OKCREEK,,,,,,,
2021-OKOKS-300182,Glass Hollow Ranch,2021-09-13 21:30:00+00:00,Human,175.0,6000.0,Type 4 Incident,2021/09/17 12:45:00+00,Adair,US-OK,Private,WF,,2021,9,2021-09-13OKADAIR,,,,,,,
2021-TXTXS-212634,Huff,2021-09-15 21:30:51+00:00,Human,19.0,1.0,Type 5 Incident,2021/09/16 12:59:59+00,Archer,US-TX,Private,WF,,2021,9,2021-09-15TXARCHER,,,,,,,
2021-IDBOF-001063,CURL,2021-09-15 22:49:00+00:00,Human,330.0,525000.0,Type 4 Incident,2021/09/19 00:00:00+00,Elmore,US-ID,Federal,WF,Grass,2021,9,2021-09-15IDELMORE,,,,,,,
2021-NMGNF-000717,Bog,2021-09-16 00:35:00+00:00,Natural,409.0,400000.0,Type 5 Incident,2021/09/25 21:00:00+00,Catron,US-NM,Federal,WF,Timber,2021,9,2021-09-16NMCATRON,,,,,,,
2021-NENES-210893,Vista Trend CA,2021-09-17 13:09:00+00:00,Human,2790.0,150000.0,Type 3 Incident,2021/09/20 21:59:59+00,Scotts Bluff,US-NE,Private,WF,,2021,9,2021-09-17NESCOTTS BLUFF,,,,,,,
2021-CAANF-003521,EMIGRANT,2021-09-17 20:34:00+00:00,Human,255.0,1500000.0,Type 4 Incident,2021/10/02 12:59:59+00,Los Angeles,US-CA,Federal,WF,Grass-Shrub,2021,9,2021-09-17CALOS ANGELES,,,,,,,
2021-IDCTS-001089,John Lewis,2021-09-18 12:26:00+00:00,Human,53.0,27500.0,Type 5 Incident,2021/10/07 20:45:00+00,Clearwater,US-ID,Other,WF,,2021,9,2021-09-18IDCLEARWATER,0.0,0.0,0.0,0.0,0.0,0.0,53.0
2021-MTFNF-000976,Spire,2021-09-18 15:46:00+00:00,Human,836.0,40000.0,Type 5 Incident,2021/11/04 17:29:59+00,Powell,US-MT,Federal,WF,Timber,2021,9,2021-09-18MTPOWELL,,,,,,,
2021-MTBDF-006412,Twelve Mile,2021-09-18 17:57:00+00:00,Undetermined,21.0,30000.0,Type 5 Incident,2021/09/29 23:00:00+00,Deer Lodge,US-MT,Federal,WF,Timber,2021,9,2021-09-18MTDEER LODGE,,,,,,,
2021-MNMNS-232046,MOOSE,2021-09-18 17:55:43+00:00,Undetermined,90.0,35000.0,Type 4 Incident,2021/09/19 18:00:00+00,Aitkin,US-MN,Other,WF,Brush,2021,9,2021-09-18MNAITKIN,,,,,,,
2021-IDCTS-001094,Ashenfelter,2021-09-20 16:39:00+00:00,Human,75.0,100000.0,Type 5 Incident,2021/10/07 21:59:59+00,Shoshone,US-ID,Private,WF,,2021,9,2021-09-20IDSHOSHONE,0.0,0.0,0.0,0.0,0.0,0.0,75.0
2021-TXTXS-212665,3219,2021-09-20 19:30:00+00:00,Human,6.3,0.0,Type 5 Incident,2021/09/22 12:59:59+00,Hunt,US-TX,Private,WF,,2021,9,2021-09-20TXHUNT,,,,,,,
2021-TXTXS-212670,Five Spots,2021-09-20 22:46:19+00:00,Human,1264.0,0.0,Type 5 Incident,2021/09/22 12:59:59+00,Comanche,US-TX,Private,WF,,2021,9,2021-09-20TXCOMANCHE,,,,,,,
2021-MTBRF-021320, Mount George,2021-09-21 21:43:59+00:00,Undetermined,5.0,1500.0,Type 4 Incident,2021/10/07 18:59:59+00,Idaho,US-ID,Federal,WF,Timber,2021,9,2021-09-21IDIDAHO,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2021-CASHU-010480,FAWN,2021-09-22 23:41:00+00:00,Human,8578.0,25585815.0,Type 3 Incident,2021/10/02 12:59:59+00,Shasta,US-CA,Private,WF,Timber,2021,9,2021-09-22CASHASTA,,,,,,,
2021-OKOKS-200175,Blue Ridge Fire,2021-09-22 18:40:00+00:00,Natural,178.0,6434.0,Type 4 Incident,2021/09/23 03:30:00+00,Pittsburg,US-OK,Private,WF,,2021,9,2021-09-22OKPITTSBURG,,,,,,,
2021-MTLG17-000553,Highway 16 North,2021-09-24 20:05:00+00:00,Human,100.0,45000.0,Type 5 Incident,2021/09/28 21:59:59+00,Roosevelt,US-MT,Private,WF,Grass,2021,9,2021-09-24MTROOSEVELT,,,,,,,
2021-MTLG23-210545, Horsethief ,2021-09-25 18:46:00+00:00,Human,305.0,125000.0,Type 4 Incident,2021/09/29 00:00:00+00,Musselshell,US-MT,Private,WF,Timber,2021,9,2021-09-25MTMUSSELSHELL,,,,,,,
2021-NCNCS-210029,McCain,2021-09-26 21:10:00+00:00,Human,150.0,4000.0,Type 4 Incident,2021/09/26 21:10:00+00,Hoke,US-NC,Other,WF,,2021,9,2021-09-26NCHOKE,0.0,0.0,0.0,0.0,0.0,0.0,155.8
2021-OKWEA-002209,IRVING,2021-09-26 16:34:59+00:00,Human,761.0,150000.0,Type 4 Incident,2021/10/06 21:00:00+00,Seminole,US-OK,Federal,WF,Timber,2021,9,2021-09-26OKSEMINOLE,,,,,,,
2021-WACOA-210151,The Bone Place,2021-09-26 15:25:00+00:00,Undetermined,339.7,350000.0,Type 5 Incident,2021/10/16 21:00:00+00,Ferry,US-WA,Federal,WF,Grass,2021,9,2021-09-26WAFERRY,,,,,,,
2021-KSCQX-001406,Gallop,2021-09-26 17:45:00+00:00,Human,1800.0,45000.0,Type 4 Incident,2021/09/27 12:59:59+00,Chautauqua,US-KS,Private,WF,,2021,9,2021-09-26KSCHAUTAUQUA,,,,,,,
2021-MTBDF-006422,Moose,2021-09-26 19:47:00+00:00,Undetermined,28.0,201000.0,Type 4 Incident,2021/09/28 20:00:00+00,Jefferson,US-MT,Federal,WF,Timber,2021,9,2021-09-26MTJEFFERSON,,,,,,,
2021-TXTXS-212804,Red Road,2021-09-26 20:45:00+00:00,Human,750.4,1.0,Type 4 Incident,2021/09/27 12:59:59+00,Jack,US-TX,Private,WF,,2021,9,2021-09-26TXJACK,,,,,,,
2021-OKOKS-100224,Rock Pen Mtn,2021-09-25 12:23:00+00:00,Undetermined,125.0,12213.0,Type 4 Incident,2021/09/28 01:10:00+00,Pushmataha,US-OK,Other,WF,,2021,9,2021-09-25OKPUSHMATAHA,,,,,,,
2021-OKOKS-100233,Brandy Fire,2021-09-26 20:40:00+00:00,Human,1.0,1510.0,Type 5 Incident,2021/09/27 21:26:00+00,Pushmataha,US-OK,Private,WF,,2021,9,2021-09-26OKPUSHMATAHA,,,,,,,
2021-MTCGF-000316,Shedhorn Mtn,2021-09-26 22:10:00+00:00,Undetermined,75.0,630000.0,Type 5 Incident,2021/10/07 22:30:00+00,Madison,US-MT,Federal,WF,Timber,2021,9,2021-09-26MTMADISON,,,,,,,
2021-MTLG19-000556,Four Sisters,2021-09-28 19:59:00+00:00,Undetermined,2030.0,40000.0,Type 5 Incident,2021/09/29 22:30:00+00,Chouteau,US-MT,Private,WF,Grass,2021,9,2021-09-28MTCHOUTEAU,,,,,,,
2021-MTFPA-000561,Badger Hole,2021-09-29 20:29:59+00:00,Human,5000.0,20000.0,Type 3 Incident,2021/09/29 20:29:59+00,Roosevelt,US-MT,Federal,WF,Grass-Shrub,2021,9,2021-09-29MTROOSEVELT,,,,,,,
2021-MTBRF-021328,Martin,2021-09-30 21:11:00+00:00,Human,20.0,0.0,Type 4 Incident,2021/10/29 14:00:00+00,Ravalli,US-MT,Federal,WF,Timber,2021,9,2021-09-30MTRAVALLI,,,,,,,
2021-UTMLF-000520,Miners Basin,2021-09-29 14:00:00+00:00,Natural,0.1,3000.0,Type 5 Incident,2021/10/03 18:00:00+00,Grand,US-UT,Federal,WF,Timber,2021,9,2021-09-29UTGRAND,,,,,,,
2021-NCNCS-210030,Libby Road,2021-10-02 22:30:00+00:00,Human,0.3,1000.0,Type 5 Incident,2021/10/03 00:00:00+00,Sampson,US-NC,Private,WF,,2021,10,2021-10-02NCSAMPSON,1.0,1.0,2.0,1.0,0.0,0.0,0.29
2021-MTLG08-000563,South Moccasin ,2021-10-04 18:46:00+00:00,Undetermined,12743.0,1200000.0,Type 3 Incident,2021/10/07 21:59:59+00,Fergus,US-MT,Private,WF,Brush,2021,10,2021-10-04MTFERGUS,,,,,,,
2021-MTHLF-005149,Crown Mountain,2021-10-04 19:49:00+00:00,Undetermined,1379.0,2950000.0,Type 4 Incident,2021/12/03 00:00:00+00,Lewis and Clark,US-MT,Federal,WF,Timber,2021,10,2021-10-04MTLEWIS AND CLARK,,,,,,,
2021-SDSDS-210928,Auburn,2021-10-04 19:38:00+00:00,Human,964.0,750000.0,Type 3 Incident,2021/10/09 21:59:59+00,Pennington,US-SD,Private,WF,,2021,10,2021-10-04SDPENNINGTON,,,,,,,
2021-MTMCD-000563,Coal Bank,2021-10-05 12:11:00+00:00,Natural,5734.6,450000.0,Type 3 Incident,2021/10/08 21:59:59+00,Rosebud,US-MT,Federal,WF,Slash,2021,10,2021-10-05MTROSEBUD,,,,,,,
2021-SDPRA-000166,Red Shirt,2021-10-05 19:15:59+00:00,Human,683.0,150000.0,Type 3 Incident,2021/10/06 21:00:00+00,Oglala Lakota,US-SD,Federal,WF,Grass,2021,10,2021-10-05SDOGLALA LAKOTA,,,,,,,
2021-AZIMR-001586,Clip,2021-10-05 20:09:00+00:00,Undetermined,1015.0,25000.0,Type 4 Incident,2021/10/08 23:00:00+00,La Paz,US-AZ,Private,WF,,2021,10,2021-10-05AZLA PAZ,,,,,,,
2021-MNMNS-121230,Beaches Lake,2021-10-05 21:52:41+00:00,Undetermined,1936.0,330000.0,Type 3 Incident,2021/10/13 00:59:59+00,Kittson,US-MN,Private,WF,Grass,2021,10,2021-10-05MNKITTSON,,,,,,,
2021-OKOKS-200186,Lennox Loop Fire,2021-10-05 23:18:00+00:00,Human,20.0,900.0,Type 4 Incident,2021/10/06 15:00:00+00,Le Flore,US-OK,Private,WF,,2021,10,2021-10-05OKLE FLORE,,,,,,,
2021-IDBOD-001155,GOOSE,2021-10-06 23:06:59+00:00,Human,440.4,50000.0,Type 3 Incident,2021/10/06 23:29:59+00,Ada,US-ID,Private,WF,Grass-Shrub,2021,10,2021-10-06IDADA,,,,,,,
2021-AROUF-002283,Moo,2021-10-08 18:03:00+00:00,Human,259.59,8000.0,Type 3 Incident,2021/10/09 00:00:00+00,Scott,US-AR,Federal,WF,Timber,2021,10,2021-10-08ARSCOTT,,,,,,,
2021-OKOKS-100250,The Narrows Fire,2021-10-09 14:55:00+00:00,Human,2.0,1128.0,Type 4 Incident,2021/10/10 19:15:00+00,Pushmataha,US-OK,Private,WF,,2021,10,2021-10-09OKPUSHMATAHA,,,,,,,
2021-OKOKS-100251,Uphilly Fire,2021-10-09 15:12:00+00:00,Human,630.0,18636.0,Type 4 Incident,2021/10/13 02:00:00+00,McCurtain,US-OK,Private,WF,,2021,10,2021-10-09OKMCCURTAIN,,,,,,,
2021-OKOKS-200189,Grogan Fire,2021-10-09 19:30:00+00:00,Human,1.0,350.0,Type 4 Incident,2021/10/11 14:00:00+00,Latimer,US-OK,Private,WF,,2021,10,2021-10-09OKLATIMER,,,,,,,
2021-OKOKS-200191,River Fire,2021-10-09 18:59:59+00:00,Human,6.0,550.0,Type 4 Incident,2021/10/11 14:00:00+00,Le Flore,US-OK,Private,WF,,2021,10,2021-10-09OKLE FLORE,,,,,,,
2021-CALPF-002759,ALISAL ,2021-10-11 21:10:00+00:00,Natural,16970.0,28000000.0,Type 4 Incident,2021/11/16 14:00:00+00,Santa Barbara,US-CA,Federal,WF,Brush,2021,10,2021-10-11CASANTA BARBARA,,,,,,,
2021-CAFKU-016412,KETTLE,2021-10-11 23:03:27+00:00,Undetermined,447.0,500000.0,Type 3 Incident,2021/10/12 04:44:59+00,Kings,US-CA,Private,WF,,2021,10,2021-10-11CAKINGS,,,,,,,
2021-AZCNF-000872,MAVRICK,2021-10-12 04:50:59+00:00,Human,1898.0,50000.0,Type 4 Incident,2021/10/13 23:00:00+00,Cochise,US-AZ,Federal,WF,,2021,10,2021-10-12AZCOCHISE,,,,,,,
2021-OKOKS-100259,Black Fork Slab,2021-10-12 20:22:00+00:00,Natural,148.0,7141.0,Type 4 Incident,2021/10/14 02:29:00+00,Pushmataha,US-OK,Other,WF,,2021,10,2021-10-12OKPUSHMATAHA,,,,,,,
2021-CACZU-003901,ESTRADA,2021-06-21 18:26:11+00:00,Undetermined,148.0,1000000.0,Type 3 Incident,2021/10/20 00:59:59+00,Santa Cruz,US-CA,Private,WF,,2021,6,2021-06-21CASANTA CRUZ,,,,,,,
2021-OKOKS-100249,Williams Road Fire,2021-10-08 21:59:59+00:00,Human,150.0,4794.0,Type 4 Incident,2021/10/08 21:59:59+00,McCurtain,US-OK,Private,WF,,2021,10,2021-10-08OKMCCURTAIN,,,,,,,
2021-FLFLS-081063,SE 138TH TERR,2021-10-16 04:44:59+00:00,Human,0.5,0.0,Type 5 Incident,2021/10/17 21:00:00+00,Levy,US-FL,Private,WF,,2021,10,2021-10-16FLLEVY,,,,,,,
2021-TXTXS-213078,Blue,2021-10-26 23:05:00+00:00,Undetermined,1920.0,0.0,Type 4 Incident,2021/10/28 12:59:59+00,Moore,US-TX,Private,WF,,2021,10,2021-10-26TXMOORE,,,,,,,
2021-COYMX-000926,36 Fire,2021-10-26 19:15:00+00:00,Undetermined,356.0,10000.0,Type 5 Incident,2021/10/26 06:14:59+00,Kit Carson,US-CO,Private,WF,,2021,10,2021-10-26COKIT CARSON,,,,,,,
2021-TXTXS-213082,La Gloria,2021-10-27 20:16:48+00:00,Undetermined,208.0,1.0,Type 5 Incident,2021/10/28 12:59:59+00,Starr,US-TX,Private,WF,,2021,10,2021-10-27TXSTARR,,,,,,,
2021-TXTXS-213123,Buck,2021-10-28 21:51:48+00:00,Natural,18688.0,0.0,Type 4 Incident,2021/11/03 12:59:59+00,Throckmorton,US-TX,Private,WF,,2021,10,2021-10-28TXTHROCKMORTON,,,,,,,
2021-TXTXS-213159,Hamilton,2021-10-30 18:40:51+00:00,Human,627.0,0.0,Type 5 Incident,2021/11/02 12:59:59+00,Motley,US-TX,Private,WF,,2021,10,2021-10-30TXMOTLEY,,,,,,,
2021-MSMNF-000344,EARLY,2021-11-03 09:04:00+00:00,Human,122.0,8760.0,Type 4 Incident,2021/11/03 21:59:59+00,Harrison,US-MS,Federal,WF,Brush,2021,11,2021-11-03MSHARRISON,,,,,,,
2021-MSMSS-214401132,"Hancock County, Kiln, 3241 Rocky Hill Dedeaux Road",2021-11-05 08:45:00+00:00,Human,1.0,200.0,Type 5 Incident,2021/11/05 09:00:00+00,Hancock,US-MS,Private,WF,,2021,11,2021-11-05MSHANCOCK,,,,,,,
2021-NCECA-210203,HYATT COVE #1,2021-11-10 21:19:00+00:00,Undetermined,118.0,20000.0,Type 4 Incident,2021/11/16 12:00:00+00,Jackson,US-NC,Federal,WF,Timber,2021,11,2021-11-10NCJACKSON,,,,,,,
2021-NCNCS-210031,Sauratown Mountain,2021-11-09 15:45:00+00:00,Human,40.0,287858.0,Type 2 Incident,2021/12/01 21:59:59+00,Stokes,US-NC,Private,WF,,2021,11,2021-11-09NCSTOKES,0.0,0.0,0.0,0.0,1.0,0.0,40.09
2021-KYKYS-21-4004,1175 State Hwy 2033,2021-11-11 15:00:00+00:00,Human,864.0,3951.76,Type 5 Incident,2021/11/12 12:59:59+00,Lawrence,US-KY,Private,WF,,2021,11,2021-11-11KYLAWRENCE,,,,,,,
2021-KYKYS-21-2003,601 Chestnut Road,2021-10-24 06:00:00+00:00,Human,0.5,338.64,Type 5 Incident,2021/10/24 06:00:00+00,Adair,US-KY,Private,WF,,2021,10,2021-10-24KYADAIR,,,,,,,
2021-NENES-210959,Buffalo Creek,2021-11-14 19:30:00+00:00,Human,2600.0,350000.0,Type 3 Incident,2021/11/24 14:00:00+00,Banner,US-NE,Other,WF,,2021,11,2021-11-14NEBANNER,,,,,,,
2021-COWEX-000945,945 Fire,2021-11-15 16:54:18+00:00,Human,586.0,30000.0,Type 4 Incident,2021/11/18 15:00:00+00,Weld,US-CO,Other,WF,,2021,11,2021-11-15COWELD,0.0,0.0,0.0,0.0,0.0,0.0,602.0
2021-MTLG32-210592,Rosebud,2021-11-16 13:56:00+00:00,Undetermined,1044.0,150000.0,Type 4 Incident,2021/11/22 14:00:00+00,Stillwater,US-MT,Private,WF,,2021,11,2021-11-16MTSTILLWATER,,,,,,,
2021-COLRX-000946,Kruger Mountain,2021-11-16 14:08:00+00:00,Human,147.0,586000.0,Type 3 Incident,2021/11/22 14:00:00+00,Larimer,US-CO,Private,WF,Grass-Shrub,2021,11,2021-11-16COLARIMER,0.0,0.0,0.0,0.0,4.0,1.0,294.0
2021-SDRBA-000179,FT 16,2021-11-16 23:55:00+00:00,Human,676.0,75000.0,Type 4 Incident,2021/11/22 12:00:00+00,Todd,US-SD,Federal,WF,Timber,2021,11,2021-11-16SDTODD,,,,,,,
2021-TXTXS-213280,Rustlers Creek,2021-11-17 19:37:45+00:00,Human,551.0,1.0,Type 5 Incident,2021/11/20 14:00:00+00,Hall,US-TX,Private,WF,,2021,11,2021-11-17TXHALL,,,,,,,
2021-TXTXS-213283,Stratford Lake ,2021-11-18 15:26:00+00:00,Human,129.0,1.0,Type 5 Incident,2021/11/19 14:00:00+00,Marion,US-TX,Private,WF,,2021,11,2021-11-18TXMARION,,,,,,,
2021-KYKYS-211950083,3C Road,2021-11-17 22:30:00+00:00,Human,107.0,5531.0,Type 5 Incident,2021/11/19 12:59:59+00,Pike,US-KY,Private,WF,,2021,11,2021-11-17KYPIKE,,,,,,,
2021-ALALF-210220,TL FALL BRANCH,2021-11-19 23:39:00+00:00,Undetermined,735.0,316475.0,Type 3 Incident,2021/11/27 20:45:00+00,Clay,US-AL,Federal,WF,Timber,2021,11,2021-11-19ALCLAY,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2021-NCNCS-210032,Silverspoon Road,2021-11-19 19:20:00+00:00,Undetermined,140.0,5000.0,Type 5 Incident,2021/11/19 19:20:00+00,Columbus,US-NC,Private,WF,,2021,11,2021-11-19NCCOLUMBUS,0.0,0.0,0.0,0.0,0.0,0.0,140.0
2021-ALALF-210222,TL DUCK NEST,2021-11-20 23:27:00+00:00,Undetermined,387.0,252409.0,Type 3 Incident,2021/11/27 20:45:00+00,Cleburne,US-AL,Federal,WF,Timber,2021,11,2021-11-20ALCLEBURNE,1.0,0.0,2.0,0.0,0.0,0.0,10.0
2021-OKOKS-100292,Conley Fire,2021-11-22 17:42:00+00:00,Human,3.0,2452.0,Type 4 Incident,2021/11/23 00:27:59+00,Pushmataha,US-OK,Other,WF,,2021,11,2021-11-22OKPUSHMATAHA,,,,,,,
2021-MOMTF-000487,Buttram,2021-11-23 21:27:59+00:00,Human,444.0,5000.0,Type 4 Incident,2021/11/28 14:00:00+00,Ozark,US-MO,Federal,WF,Timber,2021,11,2021-11-23MOOZARK,,,,,,,
2021-MOMTF-000490,22,2021-11-24 01:43:00+00:00,Human,156.35,5000.0,Type 4 Incident,2021/11/28 14:00:00+00,Dent,US-MO,Federal,WF,Timber,2021,11,2021-11-24MODENT,,,,,,,
2021-MOMTF-000492,Otter,2021-11-24 17:32:00+00:00,Human,123.0,5000.0,Type 4 Incident,2021/11/28 14:00:00+00,Ozark,US-MO,Federal,WF,Timber,2021,11,2021-11-24MOOZARK,,,,,,,
2021-NCNCS-210033,Grindstone,2021-11-27 20:29:59+00:00,Human,1050.0,512656.0,Type 4 Incident,2021/12/07 11:00:00+00,Surry,US-NC,Other,WF,,2021,11,2021-11-27NCSURRY,2.0,0.0,12.0,0.0,0.0,0.0,1050.39
2021-AROUF-002458,Fodderstack,2021-11-28 17:21:00+00:00,Undetermined,2060.0,50000.0,Type 4 Incident,2021/12/03 14:00:00+00,Polk,US-AR,Federal,WF,Timber,2021,11,2021-11-28ARPOLK,,,,,,,
2021-WVNRP-001256,Beauty Mountain,2021-11-29 17:50:00+00:00,Human,132.0,143000.0,Type 4 Incident,2021/12/03 21:45:00+00,Fayette,US-WV,Federal,WF,Timber,2021,11,2021-11-29WVFAYETTE,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2021-OKOKS-100306,Birdsong Crossing Fire,2021-11-29 22:02:59+00:00,Human,375.0,6828.0,Type 4 Incident,2021/12/05 00:17:00+00,Pushmataha,US-OK,Other,WF,,2021,11,2021-11-29OKPUSHMATAHA,,,,,,,
2021-TXTXS-213405,Lamar 1534,2021-11-30 21:33:59+00:00,Human,2.0,0.0,Type 5 Incident,2021/12/02 14:00:00+00,Lamar,US-TX,Private,WF,,2021,11,2021-11-30TXLAMAR,,,,,,,
2021-KYKYS-21-1002,HWY 143,2021-11-30 18:00:00+00:00,Human,5.5,442.56,Type 5 Incident,2021/11/30 18:00:00+00,Webster,US-KY,Private,WF,,2021,11,2021-11-30KYWEBSTER,,,,,,,
2021-KYKYS-21-1003,Barefield Road,2021-11-30 18:00:00+00:00,Human,0.5,130.48,Type 5 Incident,2021/11/30 18:00:00+00,Caldwell,US-KY,Private,WF,,2021,11,2021-11-30KYCALDWELL,,,,,,,
2021-MTBFA-000156,Dump Road,2021-12-01 11:00:00+00:00,Undetermined,900.0,200000.0,Type 4 Incident,2021/12/10 00:00:00+00,Glacier,US-MT,Federal,WF,,2021,12,2021-12-01MTGLACIER,,,,,,,
2021-MTLG36-000596,West Wind,2021-12-01 14:42:59+00:00,Human,10644.0,325000.0,Type 3 Incident,2021/12/04 21:59:59+00,Judith Basin,US-MT,Private,WF,Grass,2021,12,2021-12-01MTJUDITH BASIN,,,,,,,
2021-KYKYS-211950130,Big Creek Mountain,2021-11-30 19:44:59+00:00,Human,183.0,8500.0,Type 5 Incident,2021/12/03 12:59:59+00,Pike,US-KY,Private,WF,,2021,11,2021-11-30KYPIKE,,,,,,,
2021-TNTNS-100003,Mountain Road,2021-11-20 21:45:00+00:00,Human,216.0,1000.0,Type 5 Incident,2021/11/22 12:59:59+00,Campbell,US-TN,Other,WF,,2021,11,2021-11-20TNCAMPBELL,,,,,,,
2021-NCNCS-210034,Huntsville Mountain,2021-11-30 18:53:00+00:00,Undetermined,436.0,34000.0,Type 4 Incident,2021/12/03 21:00:00+00,McDowell,US-NC,Private,WF,,2021,11,2021-11-30NCMCDOWELL,9.0,1.0,9.0,2.0,0.0,0.0,436.49
2021-OKCHA-002496,PEPSI,2021-12-01 20:55:00+00:00,Human,487.0,5000.0,Type 4 Incident,2021/12/01 21:00:00+00,Bryan,US-OK,Private,WF,,2021,12,2021-12-01OKBRYAN,,,,,,,
2021-KYDBF-210217,Cat Hollow,2021-12-02 19:44:00+00:00,Human,309.0,11000.0,Type 4 Incident,2021/12/04 12:59:59+00,Leslie,US-KY,Federal,WF,Timber,2021,12,2021-12-02KYLESLIE,,,,,,,
2021-MSMSS-214201181,Society Hill Rd,2021-12-02 21:14:59+00:00,Undetermined,2.0,400.0,Type 5 Incident,2021/12/02 21:30:00+00,Jefferson Davis,US-MS,Private,WF,,2021,12,2021-12-02MSJEFFERSON DAVIS,,,,,,,
2021-AROZF-002503,Gibb,2021-12-02 19:31:59+00:00,Undetermined,731.0,15000.0,Type 5 Incident,2021/12/09 14:00:00+00,Baxter,US-AR,Federal,WF,Timber,2021,12,2021-12-02ARBAXTER,,,,,,,
2021-KYKYS-210250140,Rockhouse Fork,2021-12-01 21:59:59+00:00,Human,2775.0,36400.0,Type 4 Incident,2021/12/06 12:59:59+00,Breathitt,US-KY,Private,WF,,2021,12,2021-12-01KYBREATHITT,,,,,,,
2021-NMN5S-000417,WEST GUM,2021-12-02 20:54:00+00:00,Human,416.81,8000.0,Type 5 Incident,2021/12/02 21:00:00+00,Lea,US-NM,Other,WF,,2021,12,2021-12-02NMLEA,,,,,,,
2021-NCNCS-210036,Hardin Mill,2021-12-03 20:19:00+00:00,Human,0.5,850.0,Type 4 Incident,2021/12/03 20:19:59+00,Surry,US-NC,Private,WF,,2021,12,2021-12-03NCSURRY,1.0,1.0,0.0,0.0,0.0,0.0,0.6699999999999999
2021-KYKYS-211950139,Jones Fork,2021-12-01 21:45:00+00:00,Human,500.0,5500.0,Type 4 Incident,2021/12/05 12:59:59+00,Pike,US-KY,Private,WF,,2021,12,2021-12-01KYPIKE,,,,,,,
2021-MOMTF-000518,Clark,2021-12-04 17:56:00+00:00,Human,1204.0,10000.0,Type 4 Incident,2021/12/13 14:00:00+00,Taney,US-MO,Federal,WF,Grass,2021,12,2021-12-04MOTANEY,,,,,,,
2021-KYDBF-210221,Big Valley,2021-12-04 13:52:00+00:00,Undetermined,552.0,15000.0,Type 4 Incident,2021/12/05 12:59:59+00,Leslie,US-KY,Federal,WF,Timber,2021,12,2021-12-04KYLESLIE,,,,,,,
2021-KYKYS-211930182,Flat Gap Rd.,2021-12-03 18:59:59+00:00,Human,194.0,3768.0,Type 5 Incident,2021/12/06 00:00:00+00,Perry,US-KY,Private,WF,,2021,12,2021-12-03KYPERRY,,,,,,,
2021-KYKYS-211190173,Combs Mills Rd.,2021-12-03 03:59:59+00:00,Human,250.0,3300.0,Type 5 Incident,2021/12/04 12:59:59+00,Knott,US-KY,Private,WF,,2021,12,2021-12-03KYKNOTT,,,,,,,
2021-KYKYS-21-00608,Curry Branch #2,2021-12-02 20:15:00+00:00,Human,249.0,6000.0,Type 5 Incident,2021/12/02 20:15:00+00,Clay,US-KY,Private,WF,,2021,12,2021-12-02KYCLAY,,,,,,,
2021-KYKYS-21-00609,Paul Reynolds Road,2021-12-02 21:14:59+00:00,Human,967.0,8200.0,Type 5 Incident,2021/12/06 12:59:59+00,Whitley,US-KY,Private,WF,,2021,12,2021-12-02KYWHITLEY,,,,,,,
2021-KYKYS-21-00610,Bishops Bend,2021-12-03 02:45:00+00:00,Human,484.0,6000.0,Type 5 Incident,2021/12/05 02:00:00+00,Owsley,US-KY,Private,WF,,2021,12,2021-12-03KYOWSLEY,,,,,,,
2021-KYKYS-210250149,Big South Fork,2021-12-02 19:30:00+00:00,Human,312.0,6500.0,Type 5 Incident,2021/12/05 03:59:59+00,Breathitt,US-KY,Private,WF,,2021,12,2021-12-02KYBREATHITT,,,,,,,
2021-KYKYS-211310174,Dusty Trail Lane,2021-12-03 15:59:59+00:00,Human,455.0,14200.0,Type 5 Incident,2021/12/07 12:59:59+00,Leslie,US-KY,Private,WF,,2021,12,2021-12-03KYLESLIE,,,,,,,
2021-KYKYS-211950179,Bear Fork,2021-12-02 18:45:00+00:00,Human,248.0,8000.0,Type 5 Incident,2021/12/05 13:15:00+00,Pike,US-KY,Private,WF,,2021,12,2021-12-02KYPIKE,,,,,,,
2021-KYKYS-210250177,Little Leatherwood,2021-12-03 18:59:59+00:00,Human,150.0,2400.0,Type 5 Incident,2021/12/05 12:59:59+00,Breathitt,US-KY,Private,WF,,2021,12,2021-12-03KYBREATHITT,,,,,,,
2021-KYKYS-21-00611,Billys Branch,2021-12-05 01:30:00+00:00,Human,800.0,8300.0,Type 5 Incident,2021/12/06 12:59:59+00,Clay,US-KY,Private,WF,,2021,12,2021-12-05KYCLAY,,,,,,,
2021-OKOSA-002518,BARREL,2021-12-05 19:12:59+00:00,Human,166.0,5000.0,Type 4 Incident,2021/12/05 23:00:00+00,Osage,US-OK,Private,WF,Timber,2021,12,2021-12-05OKOSAGE,,,,,,,
